poi_id,name,type,rating,vote_count,lat,lon,description,open_hhmm,close_hhmm,open_days,hours_detail,hours_source_type,needs_review,name_norm,is_service_like,default_type_ok,is_destination_candidate,nearest_stop_id,nearest_stop_name,walk_dist_m,walk_time_min
472,Desa Wisata Pentingsari,Desa Wisata,4.4,855,-7.6430482,110.4296004,"Desa Wisata Pentingsari terletak di lereng Gunung Merapi, sekitar 22,5 kilometer dari pusat Kota Yogyakarta. Desa ini dikenal di mancanegara sebagai salah satu desa wisata dengan segudang penghargaan. Dusun Pentingsari berbentuk seperti semenanjung dimana sebelah barat terdapat lembah yang sangat curam yaitu kali Kuning dan sebelah selatan terdapat lebah yang berupak Goa Ledok / Ponteng dan Gondoran sebelah timur terdapat lembah yang curam yaitu Kali Pawon dan sebelah utara merupakan dataran yang dapat berhubungan langsung dengan tanah di sekeliling kelurahan Umbulharjo sampai ke pelataran gunung Merapi. Dusun Pentingsari terdiri dari dua dusun yaitu Bonorejo dan Pentingsari. Ada beberapa program wisata desa, seperti live in, kemah, trekking, atau outbound yang bisa dinikmati. Untuk kegiatan wisata budaya, wisatawan bisa mengikuti kegiatan, seperti belajar gamelan, menari, membatik, membuat wayang rumput, dan membuat janur.",08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,desawisatapentingsari,False,True,0,,,,
172,Desa Wisata Gamplong,Desa Wisata,4.4,841,-7.8055232,110.2374676,"Berada di Kabupaten Sleman, tepatnya 16 kilometer dari titik nol Yogyakarta. Tempat wisata yang sering dijuluki mini Hollywood ini menawarkan berbagai desain bangunan unik. Sangat cocok bagi wisatawan yang menyukai fotografi.",08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,desawisatagamplong,False,True,0,,,,
54,Museum Perjuangan,"Budaya dan Sejarah, Museum",4.5,836,-7.8164905,110.3718611,"Museum Perjuangan memiliki tempat utama yang berisi peninggalan Budaya dan Sejarah. Ruangan yang pertama di taat secara rapi di luar gedung. Disana menyajikan patung kepala pahlawan nasional, relief yang menjelaskan dan bercerita bagaimana lahirnya Boedi Utomo, masa penjajahan Jepang, dan partai Sarekat Islam. Selain itu juga membahas PD dua, Kongres Pemuda kesatu, masa pindahnya Ibukota negara ke Jogja, Peristiwa 1 Maret 1949, dan pertempuran puputan di Bali.",08:00,16:00,Selasa–Minggu,Terkonfirmasi: 08:00 - 16:00,wisata_jogja_csv,0,museumperjuangan,False,True,1,HT_123,Museum Perjuangan,150.05794210287348,1.8757242762859185
37,Geoforest Watu Payung Turunan,Alam,4.5,796,-7.972955236,110.4362646,"Nama Watu Payung merujuk kepada sebuah batu yang bentuknya mirip dengan bentuk payung. Kata Watu dalam bahasa jawa berarti Batu. Sedangkan kata Payung, yang bermakna Payung. Keberadaan batu yang menyerupai payung tersebut di kawasan hutan konsevasi, menjadikan sebuah kunjungan wisata alam yang sangat menyenangkan. Suasana yang teduh, nuansa alam, udara yang sejuk, bernilai edukatif, adalah daya tarik dari Watu Payung Turunan.",06:00,18:00,Setiap hari,Terkonfirmasi: 06:00 - 18:00,wisata_jogja_csv,0,geoforestwatupayungturunan,False,True,0,,,,
335,Pasar Kembang,Desa Wisata,4.2,793,-7.7899242,110.3651209,"Jalan Pasar Kembang merupakan gang kecil yang merupakan perkampungan penduduk. Banyak penduduk yang tinggal di kawasan ini. Mereka hidup dengan damai, dan tak sedikit yang banyak meraup rezeki karena kedatangan wisatawan. Penginapan banyak berdiri di tengah suasana perkampungan, dengan keramahan para penduduknya.",08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,pasarkembang,False,True,1,HT_110,Malioboro 1,150.79287383777944,1.884910922972243
468,Omah Petroek,Buatan,4.6,764,-7.6219947,110.4153359,"Objek wisata Omah Petruk merupakan objek wisata yang cukup menarik karena mengusung tema seperti sebuah museum. Disebut sebagai omah petruk dikarenakan aka nada banyak patung menarik dan lucu di sebuah bangunan rumah yang di desain sedemikian rupa. Omah Petruk ini menjadi tempat yang sangat menyenangkan untuk dikunjungi sendiri, dengan keluarga atau berombongan. ",08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,omahpetroek,False,True,0,,,,
396,Pantai Jogan,Pantai,4.3,758,-8.180135,110.6763715,Destinasi wisata di Yogyakarta.,00:00,23:59,24 jam,Terkonfirmasi: 00:00 - 23:59,wisata_jogja_csv,0,pantaijogan,False,True,0,,,,
322,Taman Lampion (Taman Pelangi),"Desa Wisata, Buatan",4.3,757,-7.7503631,110.3698154,"Taman lampion atau juga sering disebut taman pelangi monjali adalah salah satu wisata saat malam hari yang bisa Anda kunjungi bersama keluarga atau teman. Selain berjalan-jalan menikmati gemerlap lampu, anda juga bisa melakukan kegiatan seru lainnya seperti dengan mengendarai becak mini, bermain bola air, bugee jumping, ATV, trampolin, perahu dayung, kereta mini dan lain-lain. Asiknya lagi, area wisata Taman Lampion, juga sering diadakan live konser musik.",08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,tamanlampiontamanpelangi,False,True,1,HT_119,Monjali - A,242.36807825410142,3.029600978176268
69,Monumen Perjuangan TNI AU,Lainnya,4.5,748,-7.8407981,110.3764617,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,monumenperjuangantniau,False,True,1,HT_229,Simpang Wojo,574.2352163748003,7.177940204685004
33,Jogja Exotarium,Buatan,4.4,746,-7.728816,110.358356,"Di Mini Zoo Jogja Exotarium pengunjung dapat menyaksikan aneka satwa seperti reptil, hewan nocturnal, kelinci. Pengunjung dapat pula melakukan aktivitas seperti memancing, belajar berkuda atau memanah. Selain itu terdapat pula berbagai spot selfie, playground anak atau outbound. .Kehadiran Mini Zoo Jogja Exotarium yang dikemas sebagai taman wisata edukasi diharapkan menjadi wahana pengetahuan tentang satwa atau binatang.",08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,jogjaexotarium,False,True,0,,,,
59,Museum Kereta Karaton,Budaya dan Sejarah,4.7,735,-7.8054476,110.3627375,Destinasi wisata di Yogyakarta.,08:00,16:00,Selasa–Minggu,Terkonfirmasi: 08:00 - 16:00,wisata_jogja_csv,0,museumkeretakaraton,False,True,1,HT_075,KHA Dahlan - A,544.9564181019726,6.811955226274658
427,Watu Payung,Lainnya,4.4,730,-7.793477,110.520934,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,watupayung,False,True,0,,,,
34,Goa Rancang Kencono,Lainnya,4.3,719,-7.7956,110.3695,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,goarancangkencono,False,True,1,HT_066,Jl. Mataram,221.56373973087852,2.7695467466359815
359,Sumur Gumuling,Budaya dan Sejarah,4.5,718,-7.8087911,110.3591825,Sumur Gumuling adalah salah satu tempat untuk ibadah atau kegiatan agama pada masa lalu. Sumur Gumuling merupakan masjid pada zaman pemerintahan Sri Sultan Hamengkubuwana I dan II,08:00,16:00,Selasa–Minggu,Terkonfirmasi: 08:00 - 16:00,wisata_jogja_csv,0,sumurgumuling,False,True,1,HT_240,Tamansari,368.58049435759034,4.607256179469879
476,Kali Talang,"Alam, Buatan",4.5,716,-7.5802065,110.4606903,"Kali Talang berada di ketinggian sekitara 1.160 meter di atas permukaan laut (MDPL). Dari Kali Kalang, puncak Merapi seakan begitu dekat dengan panorama vegetasi di kawasan Taman Nasional Gunung Merapi. Objek wisata yang berada di perbatasan Jawa Tengah (Jateng) dan DIY itu menjadi salah satu spot terbaik untuk mengabadikan puncak Merapi.",06:00,18:00,Setiap hari,Terkonfirmasi: 06:00 - 18:00,wisata_jogja_csv,0,kalitalang,False,True,0,,,,
439,Kawasan Ekowisata Gunung Api Purba Nglanggeran,"Alam, Wisata Air",4.5,709,-7.841986,110.5415759,"Kawasan Ekosistem Gunung Purba Nglanggeran atau yang biasa disebut Gunung Nglanggeran ini merupakan kawasan yang litologinya disusun oleh material vulkanik tua, berbentuk gunung batu raksasa yang membentang sepanjang kurang lebih 800 meter dengan tinggi mencapai 300 meter. Gunung Nglanggeran dinyatakan sebagai gunung api purba dari hasil penelitian dan refrensi yang ada. Sekitar 60-70 juta tahun yang lalu Gunung tersebut merupakan gunung berapi aktif.",08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,kawasanekowisatagunungapipurbanglanggeran,False,True,0,,,,
417,Pantai Ngetun,Pantai,4.5,709,-8.1703641,110.6526446,Pantai Ngetun adalah keindahan yang sempurna dari Yogyakarta khususnya Gunung Kidul. Keindahan biota lautnya memang tidak bisa dihindarkan,00:00,23:59,24 jam,Terkonfirmasi: 00:00 - 23:59,wisata_jogja_csv,0,pantaingetun,False,True,0,,,,
220,Desa Wisata Tinalah (Dewi Tinalah - Wisata Jogja),Lainnya,4.3,701,-7.6955738,110.195883,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,desawisatatinalahdewitinalahwisatajogja,False,True,0,,,,
2,Selopamioro Adventure Park,"Alam, Wisata Air",4.5,696,-7.945376682,110.4266714,Kegiatan outbond di lokasi Selopamioro Adventure Park sangat memanjakan para konsumen untuk menikmati alam. Fasilitas outbond berupa permainan air dan darat dari level anak anak sampai dengan dewasa bisa menjadi rekomendasi anda dan rekan kerja selanjutnya untuk mencoba outbond di Selopamioro Adventure Park.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,selopamioroadventurepark,False,True,0,,,,
182,Goa Kebon,Lainnya,4.3,659,-7.8870828,110.1866704,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,goakebon,False,True,0,,,,
506,EMBUNG JETIS SURUH,Lainnya,4.2,651,-7.6745388,110.3845035,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,embungjetissuruh,False,True,0,,,,
477,Sabo Bronggang Argomulyo Cangkringan Sleman,Lainnya,4.5,648,-7.6639874,110.4646727,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,sabobronggangargomulyocangkringansleman,False,True,0,,,,
361,Bale Banjar Sangkring,Lainnya,4.6,633,-7.8122863,110.343125,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,balebanjarsangkring,False,True,1,HT_189,SMK Seni - A,689.7172364125678,8.621465455157097
200,Desa Wisata Nglinggo,Lainnya,4.4,616,-7.647668,110.141878,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,desawisatanglinggo,False,True,0,,,,
98,Gereja Sayidan,Lainnya,4.2,616,-7.8035488,110.3698419,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,gerejasayidan,False,True,1,HT_089,Katamso,114.9863851046879,1.4373298138085988
275,Pinus pengger Yogyakarta,Lainnya,4.6,605,-7.8712723,110.459653,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,pinuspenggeryogyakarta,False,True,0,,,,
319,D'Walik,"Museum,",4.5,599,-7.8163681,110.3866164,Destinasi wisata di Yogyakarta.,08:00,16:00,Selasa–Minggu,Terkonfirmasi: 08:00 - 16:00,wisata_jogja_csv,0,dwalik,False,True,1,HT_131,Pandeyan,69.21464295681517,0.8651830369601896
311,Wisata Watu Amben,Lainnya,4.5,592,-7.8498077,110.4770954,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,wisatawatuamben,False,True,0,,,,
294,Gua Cerme,Lainnya,4.4,587,-7.9794413,110.3803114,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,guacerme,False,True,0,,,,
232,Candi Barong,Lainnya,4.6,565,-7.7756537,110.4973011,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,candibarong,False,True,0,,,,
324,Nol Kilometer Jl.Malioboro,Lainnya,4.7,565,-7.8013803,110.3647652,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,nolkilometerjlmalioboro,False,True,1,HT_112,Malioboro 3,166.58787159906905,2.082348394988363
297,Mojo Gumelem Hill,Lainnya,4.3,551,-7.9559784,110.4341083,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,mojogumelemhill,False,True,0,,,,
384,Pantai Midodaren,Lainnya,4.5,550,-8.1255992,110.521558,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,pantaimidodaren,False,True,0,,,,
374,Pantai Seruni,Lainnya,4.5,527,-8.159907,110.6315752,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,pantaiseruni,False,True,0,,,,
230,Candi Gebang,Lainnya,4.5,518,-7.7514654,110.4162887,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,candigebang,False,True,0,,,,
56,Kekayon Museum,Lainnya,4.2,504,-7.8145939,110.4130604,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,kekayonmuseum,False,True,0,,,,
40,Museum Wayang Kekayon,Budaya dan Sejarah,4.2,504,-7.81406244,110.4131033,"Museum Wayang Kekayon ini didirikan oleh almarhum Prof. DR. dr. KPH. Soejono Prawirohadikusumo (Guru besar UGM sekaligus dokter ahli saraf jiwa) dan diresmikan oleh KGPAA Paku Alam VIII pada tahun 1991. Museum ini mengoleksi berbagai jenis wayang yang ada di Indonesia. Selain sebagai tujuan wisata seni budaya, museum ini juga memiliki fungsi pendidikan, wahana penelitian, dan rekreasi. Wayang merupakan kekayaan luhur budaya bangsa Indonesia yan Museum ini juga nyaman dan asri dengan taman parkir luas serta pendapa megah untuk perayaan pernikahan, pameran, pertemuan, sarasehan, dan lain-lain.g patut kita banggakan. Terbukti atas pengakuan UNESCO atas wayang sebagai warisan pusaka dunia.",08:00,16:00,Selasa–Minggu,Terkonfirmasi: 08:00 - 16:00,wisata_jogja_csv,0,museumwayangkekayon,False,True,0,,,,
149,Waterbyur Taman Air,Lainnya,4.2,501,-7.8814715,110.3394116,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,waterbyurtamanair,False,True,1,HT_009,BRI Bantul,783.4452978020344,9.793066222525429
429,Batu Papal,Lainnya,4.2,497,-7.789479,110.5185664,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,batupapal,False,True,0,,,,
48,Museum TNI AD Dharma Wiratama,Lainnya,4.7,483,-7.7823778,110.3754172,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,museumtniaddharmawiratama,False,True,1,HT_024,Cik Di Tiro,34.58291274888769,0.4322864093610962
55,Museum of Indonesian Education,Lainnya,4.6,480,-7.774829,110.387176,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,museumofindonesianeducation,False,True,1,HT_210,Sanata Dharma,230.12778157886407,2.876597269735801
3,Tebing Gunung Gajah,Alam,4.5,457,-7.776247027,110.1061368,"Letaknya di dataran tinggi, dengan view pemandangan perbukitan dan menoreh yang hijau, dan terdapat Waduk Sermo di tengahnya. Selain spot fotonya kemudian juga terdapat spot foto love lock, sky bar, dan fancy termasuk wahana outbound selain dari beberapa spot fotografi dengan tema tertentu.",06:00,18:00,Setiap hari,Terkonfirmasi: 06:00 - 18:00,wisata_jogja_csv,0,tebinggununggajah,False,True,0,,,,
475,Kalikuning Park,Lainnya,4.4,443,-7.5923466,110.4414633,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,kalikuningpark,False,True,0,,,,
7,Bukit Pengilon,Alam,4.6,439,-8.185458711,110.6917217,"Nama bukit Pengilon berasal dari bahasa Jawa yang berarti cermin, karena di bukit ini terdapat batu yang mirip sekali dengan cermin. Areanya menyejukkan serta sangat luas. Bahkan saking luasnya destinasi ini, banyak wisatawan yang melakukan tracking hingga camping dan mendirikan tenda di sana. Tak hanya itu, tempat satu ini juga akan memanjakan mata anda. Anda bisa mengabadikan foto dengan pemandangan indah yang berlatar belakang laut.",06:00,18:00,Setiap hari,Terkonfirmasi: 06:00 - 18:00,wisata_jogja_csv,0,bukitpengilon,False,True,0,,,,
213,Punthuk Mongkrong,Lainnya,4.4,426,-7.6345,110.174606,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,punthukmongkrong,False,True,0,,,,
155,LEGAWONG,Lainnya,4.4,423,-7.8235991,110.3928814,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,legawong,False,True,1,HT_242,Tegal Gendu - A,298.77827543045066,3.734728442880633
286,Gunung Mungker,Lainnya,4.3,416,-7.8758728,110.4578762,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,gunungmungker,False,True,0,,,,
312,Wisata Alam Watu Lawang,Lainnya,4.2,413,-7.9378555,110.4181981,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,wisataalamwatulawang,False,True,0,,,,
218,Kedung Pengilon,Lainnya,4.0,412,-7.8560863,110.288863,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,kedungpengilon,False,True,0,,,,
510,Lembah Bendo Camping Ground and Outdoor Activity,Lainnya,4.3,401,-7.6138414,110.4312632,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,lembahbendocampinggroundandoutdooractivity,False,True,0,,,,
372,Congot Beach,Lainnya,4.3,400,-7.9075425,110.0535658,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,congotbeach,False,True,0,,,,
174,Taman Wana Winulang,Lainnya,4.0,396,-7.856079,110.166051,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,tamanwanawinulang,False,True,0,,,,
53,Museum of Biology UGM,Lainnya,4.4,389,-7.8017655,110.3744009,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,museumofbiologyugm,False,True,1,HT_122,Museum Biologi,31.533729497461234,0.39417161871826545
107,Tamansari Keraton,Lainnya,4.6,386,-7.8102151,110.358903,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,tamansarikeraton,False,True,1,HT_240,Tamansari,321.66805075472945,4.020850634434118
364,Trisik Beach,Lainnya,3.9,383,-7.9673349,110.182607,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,trisikbeach,False,True,0,,,,
497,Gardu Pandang Merapi,Lainnya,4.3,377,-7.5926693,110.4250243,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,gardupandangmerapi,False,True,0,,,,
350,Tamansari Water Castle,Lainnya,4.6,359,-7.8100369,110.3591915,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,tamansariwatercastle,False,True,1,HT_240,Tamansari,351.4022319332325,4.392527899165406
214,Gunung Gamping,Lainnya,4.3,350,-7.8046696,110.3196567,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,gununggamping,False,True,1,HT_008,BPD Gamping,356.659346273923,4.458241828424038
217,Puncak Kleco Desa Wisata Tinalah,Lainnya,4.5,337,-7.7125459,110.2045109,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,puncakklecodesawisatatinalah,False,True,0,,,,
416,Pantai Butuh,Lainnya,4.4,334,-8.1117719,110.4855447,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,pantaibutuh,False,True,0,,,,
483,Stonehenge Yogyakarta,Lainnya,4.4,332,-7.6024289,110.4480035,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,stonehengeyogyakarta,False,True,0,,,,
432,Snack Wonderland,Lainnya,4.1,327,-7.7721185,110.4311704,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,snackwonderland,False,True,1,HT_212,Selokan Mataram Maguwo,129.5817521161825,1.6197719014522813
450,Wisata Alam Jurug Gedhe,Lainnya,4.0,305,-7.8240577,110.5367479,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,wisataalamjuruggedhe,False,True,0,,,,
49,History Of Java Museum (HOJM),Lainnya,4.5,304,-7.8439029,110.362261,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,historyofjavamuseumhojm,False,True,0,,,,
426,Village Tourism New Nglepen,Lainnya,4.0,301,-7.8137377,110.5034501,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,villagetourismnewnglepen,False,True,0,,,,
285,puncak bucu,Lainnya,4.1,299,-7.8618548,110.4430834,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,puncakbucu,False,True,0,,,,
78,Museum Sri Sultan Hamengkubuwono IX,Lainnya,4.7,298,-7.8083193,110.3644395,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,museumsrisultanhamengkubuwonoix,False,True,1,HT_163,Purawisata - A,519.0386315010369,6.487982893762961
212,Taman Kota Wates,Lainnya,4.5,296,-7.8584717,110.1600975,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,tamankotawates,False,True,0,,,,
80,Sasana wiratama,Lainnya,4.3,294,-7.7871244,110.3514031,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,sasanawiratama,False,True,1,HT_195,SMPN 11,686.5725541595956,8.582156926994944
1,Taman Tempuran Cikal,"Alam, Wisata Air",4.4,294,-7.840562331,110.4494549,"Taman Tempuran Cikal terletak di kecamatan Piyungan. Di taman ini, para pengunjung bisa mencoba bermain dengan beberapa wahana yang ada sembari menikmati kesejukan alam. Taman Tempuran Cikal atau biasa disebut TTC terletak di Dusun Cikal, Desa Srimulyo, Kecamatan Piyungan, Kabupaten Bantul. Kata Tempuran ini diambil dari pertemuan antara dua sungai, yaitu sungai gawe dan sungai opak. Taman tempuran ini telah menjadi salah satu obyek wisata baru di daerah Piyungan dan telah dilengkapi dengan beberapa fasilitas seperti wahana speed boat, kapal, kano, ATV, mini trail, flying fox, outbound, taman bermain, gazebo, tempat parkir yang luas, dan toilet. Ditaman ini, pengunjung juga bisa menikmati macam-macam kuliner yang",08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,tamantempurancikal,False,True,0,,,,
328,Sukunan Tourism Village,Lainnya,4.4,290,-7.7836412,110.3364013,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,sukunantourismvillage,False,True,1,HT_179,SDN 1 Demak Ijo - A,604.3701595944495,7.5546269949306195
434,Bukit Tompak,Lainnya,4.5,277,-7.844259,110.4557031,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,bukittompak,False,True,0,,,,
304,Taman Glugut,Lainnya,4.0,274,-7.8777976,110.3939277,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,tamanglugut,False,True,0,,,,
132,Taman Nggirli,Lainnya,4.3,270,-7.8403441,110.4537568,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,tamannggirli,False,True,0,,,,
234,Candi Bubrah,Lainnya,4.3,261,-7.7465277,110.4929268,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,candibubrah,False,True,1,HT_250,Terminal Prambanan,1071.6075175798953,13.395093969748691
357,Plengkung Wijilan,Lainnya,4.6,261,-7.8038148,110.3666102,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,plengkungwijilan,False,True,1,HT_213,Senopati,261.5637041030581,3.2695463012882264
222,Candi Kedulan,Lainnya,4.5,260,-7.742562,110.4696979,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,candikedulan,False,True,0,,,,
47,Museum Satwa Gembira Loka Zoo,Buatan,4.4,258,-7.8053239,110.3980306,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,museumsatwagembiralokazoo,False,True,1,HT_048,Gembira Loka - A,402.00197367139504,5.025024670892438
193,Canting Mas Puncak Dipowono,Lainnya,4.4,248,-7.80032,110.128122,Destinasi wisata di Yogyakarta.,08:00,17:00,Setiap hari,Terkonfirmasi: 08:00 - 17:00,wisata_jogja_csv,0,cantingmaspuncakdipowono,False,True,0,,,,
